Operation;Request time;Response time;#NAME?;the average request time;#VALUE!
GetOrderList;15/1/2023 18:42:12.070;15.01.23 18:42;;;
GetItem;15.01.23 18:55;15.01.23 18:55;;;
Login;15.01.23 19:07;15.01.23 19:07;;;
GetPaymentMethods;15.01.23 19:20;15.01.23 19:20;;;
SendNotification;15.01.23 19:33;15.01.23 19:33;;;
GetPaymentList;15.01.23 19:46;15.01.23 19:46;;;
SetPayment;15.01.23 19:59;15.01.23 19:59;;;
AddItemToOrder;15.01.23 20:12;15.01.23 20:12;;;
ModifyItem;15.01.23 20:25;15.01.23 20:25;;;
GetPaymentMethods;15.01.23 20:37;15.01.23 20:37;;;
GetPaymentMethods;15.01.23 20:50;15.01.23 20:50;;;
GetPaymentMethods;15.01.23 21:03;15.01.23 21:03;;;
AddItemToOrder;15.01.23 21:16;15.01.23 21:16;;;
GetTrackingData;15/1/2023 21:29:18.060;15.01.23 21:29;;;
SetPayment;15.01.23 21:42;15.01.23 21:42;;;
SetDeliveryAddress;15.01.23 21:55;15.01.23 21:55;;;
ModifyOrder;15.01.23 22:07;15.01.23 22:07;;;
SendNotification;15.01.23 22:20;15.01.23 22:20;;;
ModifyOrder;15.01.23 22:33;15.01.23 22:33;;;
ModifyItem;15.01.23 22:46;15.01.23 22:46;;;
Login;15.01.23 23:12;15.01.23 23:12;;;
GetPaymentList;15.01.23 23:24;15.01.23 23:25;;;
GetPaymentMethods;15.01.23 23:37;15.01.23 23:37;;;
AddItemToOrder;15.01.23 23:50;15.01.23 23:50;;;
SetDeliveryAddress;16.01.23 00:03;16.01.23 00:03;;;
GetPaymentMethods;16/1/2023 00:16:24.050;16.01.23 00:16;;;
ModifyItem;16.01.23 00:29;16.01.23 00:29;;;
GetPaymentList;16.01.23 00:42;16.01.23 00:42;;;
ModifyItem;16.01.23 00:54;16.01.23 00:54;;;
GetOrderList;16.01.23 01:07;16.01.23 01:07;;;
SetDeliveryAddress;16.01.23 01:20;16.01.23 01:20;;;
GetPaymentMethods;16.01.23 01:33;16.01.23 01:33;;;
GetOrder;16.01.23 01:46;16.01.23 01:46;;;
SendNotification;16.01.23 01:59;16.01.23 01:59;;;
GetTrackingData;16.01.23 02:12;16.01.23 02:12;;;
SetDeliveryAddress;16.01.23 02:24;16.01.23 02:24;;;
GetItemList;16/1/2023 03:03:30.040;16.01.23 03:03;;;
GetOrderList;16.01.23 03:16;16.01.23 03:16;;;
GetOrder;16.01.23 03:29;16.01.23 03:29;;;
GetOrder;16.01.23 03:42;16.01.23 03:42;;;
SetPayment;16.01.23 03:54;16.01.23 03:54;;;
AddItemToOrder;16.01.23 04:07;16.01.23 04:07;;;
GetItem;16.01.23 04:20;16.01.23 04:20;;;
SetDeliveryAddress;16.01.23 04:46;16.01.23 04:46;;;
ModifyOrder;16.01.23 04:59;16.01.23 04:59;;;
GetOrder;16.01.23 05:12;16.01.23 05:12;;;
GetItem;16.01.23 05:24;16.01.23 05:24;;;
ModifyItem;16.01.23 05:37;16.01.23 05:37;;;
GetOrder;16/1/2023 05:50:36.030;16.01.23 05:50;;;
GetItemList;16.01.23 06:03;16.01.23 06:03;;;
Login;16.01.23 06:16;16.01.23 06:16;;;
GetTrackingData;16.01.23 06:29;16.01.23 06:29;;;
GetItem;16.01.23 06:54;16.01.23 06:54;;;
ModifyOrder;16.01.23 07:07;16.01.23 07:07;;;
ModifyItem;16.01.23 07:20;16.01.23 07:20;;;
ModifyOrder;16.01.23 07:33;16.01.23 07:33;;;
GetItem;16.01.23 07:46;16.01.23 07:46;;;
GetTrackingData;16.01.23 07:59;16.01.23 07:59;;;
GetPaymentList;16.01.23 08:11;16.01.23 08:12;;;
GetOrderList;16.01.23 08:24;16.01.23 08:24;;;
Login;16/1/2023 08:37:42.020;16.01.23 08:37;;;
GetOrder;16.01.23 08:50;16.01.23 08:50;;;
SetPayment;16.01.23 09:29;16.01.23 09:29;;;
GetPaymentList;16.01.23 09:41;16.01.23 09:41;;;
AddItemToOrder;16.01.23 09:54;16.01.23 09:54;;;
GetItem;16.01.23 10:07;16.01.23 10:07;;;
GetPaymentMethods;16.01.23 10:20;16.01.23 10:20;;;
SetDeliveryAddress;16/1/2023 10:33:23.090;16.01.23 10:33;;;
Login;16.01.23 10:46;16.01.23 10:46;;;
GetPaymentMethods;16.01.23 10:59;16.01.23 10:59;;;
GetTrackingData;16.01.23 11:11;16.01.23 11:11;;;
GetPaymentMethods;16/1/2023 11:24:48.010;16.01.23 11:24;;;
GetItem;16.01.23 11:50;16.01.23 11:50;;;
GetOrder;16.01.23 12:03;16.01.23 12:03;;;
ModifyItem;16.01.23 12:16;16.01.23 12:16;;;
ModifyItem;16.01.23 12:29;16.01.23 12:29;;;
GetPaymentList;16.01.23 12:41;16.01.23 12:41;;;
GetPaymentList;16.01.23 12:54;16.01.23 12:54;;;
ModifyItem;16.01.23 13:07;16.01.23 13:07;;;
GetOrderList;16.01.23 13:33;16.01.23 13:33;;;
GetItemList;16.01.23 13:46;16.01.23 13:46;;;
GetPaymentList;16.01.23 13:59;16.01.23 13:59;;;
Login;16/1/2023 14:11:54.000;16.01.23 14:11;;;
ModifyOrder;16.01.23 14:24;16.01.23 14:24;;;
GetPaymentMethods;16.01.23 14:37;16.01.23 14:37;;;
GetTrackingData;16.01.23 14:50;16.01.23 14:50;;;
GetOrder;16.01.23 15:03;16.01.23 15:03;;;
GetTrackingData;16.01.23 15:16;16.01.23 15:16;;;
GetPaymentMethods;16.01.23 15:29;16.01.23 15:29;;;
GetItemList;16.01.23 15:41;16.01.23 15:41;;;
GetPaymentList;16.01.23 15:54;16.01.23 15:54;;;
GetTrackingData;16/1/2023 16:07:35.070;16.01.23 16:07;;;
GetItem;16.01.23 16:20;16.01.23 16:20;;;
GetOrderList;16.01.23 16:33;16.01.23 16:33;;;
GetTrackingData;16.01.23 16:46;16.01.23 16:46;;;
SetPayment;16.01.23 16:58;16.01.23 16:59;;;
GetItem;16.01.23 17:11;16.01.23 17:11;;;
GetPaymentList;16.01.23 17:37;16.01.23 17:37;;;
GetPaymentMethods;16.01.23 17:50;16.01.23 17:50;;;
GetItemList;16.01.23 18:03;16.01.23 18:03;;;
Login;16.01.23 18:16;16.01.23 18:16;;;
SetDeliveryAddress;16.01.23 18:41;16.01.23 18:41;;;
ModifyOrder;16/1/2023 18:54:41.060;16.01.23 18:54;;;
GetOrderList;16.01.23 19:07;16.01.23 19:07;;;
GetOrder;16.01.23 19:20;16.01.23 19:20;;;
ModifyOrder;16.01.23 19:33;16.01.23 19:33;;;
GetItem;16.01.23 19:46;16.01.23 19:46;;;
GetItemList;16.01.23 19:58;16.01.23 19:58;;;
GetOrderList;16.01.23 20:24;16.01.23 20:24;;;
SetDeliveryAddress;16.01.23 20:37;16.01.23 20:37;;;
GetOrder;16.01.23 20:50;16.01.23 20:50;;;
ModifyOrder;16.01.23 21:03;16.01.23 21:03;;;
Login;16.01.23 21:16;16.01.23 21:16;;;
GetOrderList;16.01.23 21:28;16.01.23 21:28;;;
GetOrderList;16/1/2023 21:41:47.050;16.01.23 21:41;;;
ModifyItem;16.01.23 21:54;16.01.23 21:54;;;
SetDeliveryAddress;16.01.23 22:07;16.01.23 22:07;;;
GetOrderList;16.01.23 22:20;16.01.23 22:20;;;
SendNotification;16.01.23 22:33;16.01.23 22:33;;;
Login;16.01.23 22:46;16.01.23 22:46;;;
SetPayment;16.01.23 23:11;16.01.23 23:11;;;
SetPayment;16.01.23 23:24;16.01.23 23:24;;;
GetOrder;16.01.23 23:37;16.01.23 23:37;;;
GetPaymentMethods;16.01.23 23:50;16.01.23 23:50;;;
SendNotification;17.01.23 00:03;17.01.23 00:03;;;
ModifyItem;17.01.23 00:16;17.01.23 00:16;;;
GetOrderList;17/1/2023 00:28:53.040;17.01.23 00:28;;;
GetOrder;17.01.23 00:41;17.01.23 00:41;;;
AddItemToOrder;17.01.23 00:54;17.01.23 00:54;;;
AddItemToOrder;17.01.23 01:07;17.01.23 01:07;;;
AddItemToOrder;17.01.23 01:33;17.01.23 01:33;;;
GetOrderList;17.01.23 01:46;17.01.23 01:46;;;
GetItemList;17.01.23 01:58;17.01.23 01:58;;;
GetItem;17.01.23 02:24;17.01.23 02:24;;;
ModifyOrder;17.01.23 02:37;17.01.23 02:37;;;
GetTrackingData;17.01.23 02:50;17.01.23 02:50;;;
SetPayment;17.01.23 03:03;17.01.23 03:03;;;
GetItemList;17/1/2023 03:15:59.030;17.01.23 03:15;;;
GetOrder;17.01.23 03:41;17.01.23 03:41;;;
GetItem;17.01.23 03:54;17.01.23 03:54;;;
ModifyItem;17.01.23 04:07;17.01.23 04:07;;;
ModifyItem;17.01.23 04:20;17.01.23 04:20;;;
ModifyOrder;17.01.23 04:33;17.01.23 04:33;;;
Login;17.01.23 05:11;17.01.23 05:11;;;
SetPayment;17.01.23 05:37;17.01.23 05:37;;;
SendNotification;17/1/2023 06:03:05.020;17.01.23 06:03;;;
Login;17.01.23 06:15;17.01.23 06:15;;;
GetItemList;17.01.23 06:28;17.01.23 06:28;;;
GetPaymentList;17.01.23 06:41;17.01.23 06:41;;;
SetPayment;17.01.23 06:54;17.01.23 06:54;;;
SendNotification;17.01.23 07:07;17.01.23 07:07;;;
GetTrackingData;17.01.23 07:20;17.01.23 07:20;;;
Login;17.01.23 07:33;17.01.23 07:33;;;
GetPaymentMethods;17.01.23 07:45;17.01.23 07:45;;;
GetItem;17/1/2023 07:58:46.090;17.01.23 07:58;;;
GetOrder;17.01.23 08:24;17.01.23 08:24;;;
SetDeliveryAddress;17.01.23 08:37;17.01.23 08:37;;;
GetItemList;17/1/2023 08:50:11.010;17.01.23 08:50;;;
GetTrackingData;17.01.23 09:03;17.01.23 09:03;;;
GetOrderList;17.01.23 09:15;17.01.23 09:15;;;
ModifyOrder;17.01.23 09:28;17.01.23 09:28;;;
ModifyOrder;17.01.23 09:41;17.01.23 09:41;;;
AddItemToOrder;17.01.23 09:54;17.01.23 09:54;;;
GetPaymentMethods;17.01.23 10:07;17.01.23 10:07;;;
GetOrder;17.01.23 10:20;17.01.23 10:20;;;
ModifyItem;17.01.23 10:58;17.01.23 10:58;;;
ModifyItem;17.01.23 11:11;17.01.23 11:11;;;
AddItemToOrder;17.01.23 11:24;17.01.23 11:24;;;
SetPayment;17/1/2023 11:37:17.000;17.01.23 11:37;;;
SetDeliveryAddress;17.01.23 11:50;17.01.23 11:50;;;
ModifyItem;17.01.23 12:02;17.01.23 12:03;;;
SetPayment;17.01.23 12:15;17.01.23 12:15;;;
GetPaymentList;17.01.23 12:28;17.01.23 12:28;;;
GetTrackingData;17.01.23 12:41;17.01.23 12:41;;;
SetDeliveryAddress;17.01.23 13:07;17.01.23 13:07;;;
GetPaymentMethods;17.01.23 13:20;17.01.23 13:20;;;
GetOrder;17/1/2023 13:32:58.070;17.01.23 13:32;;;
ModifyItem;17.01.23 13:45;17.01.23 13:45;;;
GetItemList;17.01.23 13:58;17.01.23 13:58;;;
GetItemList;17.01.23 14:24;17.01.23 14:24;;;
AddItemToOrder;17.01.23 14:37;17.01.23 14:37;;;
GetTrackingData;17.01.23 14:50;17.01.23 14:50;;;
ModifyItem;17.01.23 15:02;17.01.23 15:03;;;
GetOrderList;17.01.23 15:15;17.01.23 15:15;;;
GetItem;17.01.23 15:28;17.01.23 15:28;;;
SetPayment;17.01.23 15:41;17.01.23 15:41;;;
GetItem;17.01.23 15:54;17.01.23 15:54;;;
Login;17.01.23 16:07;17.01.23 16:07;;;
SetDeliveryAddress;17/1/2023 16:20:04.060;17.01.23 16:20;;;
SetPayment;17.01.23 16:32;17.01.23 16:32;;;
GetTrackingData;17.01.23 16:45;17.01.23 16:45;;;
SetPayment;17.01.23 16:58;17.01.23 16:58;;;
GetPaymentMethods;17.01.23 17:11;17.01.23 17:11;;;
Login;17.01.23 17:24;17.01.23 17:24;;;
GetOrderList;17.01.23 17:50;17.01.23 17:50;;;
ModifyItem;17.01.23 18:28;17.01.23 18:28;;;
GetPaymentList;17.01.23 18:41;17.01.23 18:41;;;
GetPaymentMethods;17.01.23 18:54;17.01.23 18:54;;;
ModifyOrder;17/1/2023 19:07:10.050;17.01.23 19:07;;;
GetOrder;17.01.23 19:20;17.01.23 19:20;;;
SendNotification;17.01.23 19:32;17.01.23 19:32;;;
GetOrderList;17.01.23 19:58;17.01.23 19:58;;;
GetItemList;17.01.23 20:24;17.01.23 20:24;;;
GetTrackingData;17.01.23 20:37;17.01.23 20:37;;;
ModifyItem;17.01.23 20:49;17.01.23 20:50;;;
SetDeliveryAddress;17.01.23 21:02;17.01.23 21:02;;;
GetItemList;17.01.23 21:15;17.01.23 21:15;;;
GetPaymentMethods;17.01.23 21:28;17.01.23 21:28;;;
AddItemToOrder;17.01.23 21:41;17.01.23 21:41;;;
GetPaymentMethods;17.01.23 22:07;17.01.23 22:07;;;
GetItem;17.01.23 22:19;17.01.23 22:19;;;
SendNotification;17.01.23 22:32;17.01.23 22:32;;;
SendNotification;17.01.23 22:45;17.01.23 22:45;;;
GetOrderList;17.01.23 22:58;17.01.23 22:58;;;
GetOrderList;17.01.23 23:11;17.01.23 23:11;;;
AddItemToOrder;17.01.23 23:24;17.01.23 23:24;;;
GetPaymentMethods;17.01.23 23:49;17.01.23 23:49;;;
GetItemList;18.01.23 00:02;18.01.23 00:02;;;
SendNotification;18.01.23 00:15;18.01.23 00:15;;;
GetItem;18.01.23 00:28;18.01.23 00:28;;;
SendNotification;18.01.23 00:54;18.01.23 00:54;;;
GetItem;18.01.23 01:07;18.01.23 01:07;;;
GetOrder;18.01.23 01:32;18.01.23 01:32;;;
GetItem;18.01.23 01:58;18.01.23 01:58;;;
GetItemList;18.01.23 02:11;18.01.23 02:11;;;
GetOrder;18.01.23 02:24;18.01.23 02:24;;;
GetPaymentList;18.01.23 02:37;18.01.23 02:37;;;
SetPayment;18.01.23 02:49;18.01.23 02:49;;;
GetOrder;18.01.23 03:02;18.01.23 03:02;;;
GetOrderList;18.01.23 03:15;18.01.23 03:15;;;
SetDeliveryAddress;18/1/2023 03:28:28.020;18.01.23 03:28;;;
GetItem;18.01.23 03:41;18.01.23 03:41;;;
SetDeliveryAddress;18.01.23 03:54;18.01.23 03:54;;;
GetTrackingData;18.01.23 04:07;18.01.23 04:07;;;
SendNotification;18.01.23 04:19;18.01.23 04:19;;;
GetTrackingData;18.01.23 04:32;18.01.23 04:32;;;
GetItemList;18.01.23 04:45;18.01.23 04:45;;;
GetItemList;18.01.23 04:58;18.01.23 04:58;;;
GetItemList;18.01.23 05:11;18.01.23 05:11;;;
GetPaymentMethods;18/1/2023 05:24:09.090;18.01.23 05:24;;;
GetPaymentList;18.01.23 05:37;18.01.23 05:37;;;
GetItemList;18.01.23 05:49;18.01.23 05:49;;;
ModifyItem;18.01.23 06:02;18.01.23 06:02;;;
Login;18/1/2023 06:15:34.010;18.01.23 06:15;;;
SetDeliveryAddress;18.01.23 06:41;18.01.23 06:41;;;
SendNotification;18.01.23 06:54;18.01.23 06:54;;;
GetPaymentMethods;18.01.23 07:19;18.01.23 07:19;;;
GetPaymentList;18.01.23 07:32;18.01.23 07:32;;;
GetItem;18.01.23 07:45;18.01.23 07:45;;;
SetDeliveryAddress;18.01.23 07:58;18.01.23 07:58;;;
ModifyItem;18/1/2023 08:11:15.080;18.01.23 08:11;;;
SetPayment;18.01.23 08:24;18.01.23 08:24;;;
SetPayment;18.01.23 08:36;18.01.23 08:36;;;
Login;18.01.23 08:49;18.01.23 08:49;;;
AddItemToOrder;18/1/2023 09:02:40.000;18.01.23 09:02;;;
GetItemList;18.01.23 09:15;18.01.23 09:15;;;
GetItem;18.01.23 09:28;18.01.23 09:28;;;
SetDeliveryAddress;18.01.23 09:41;18.01.23 09:41;;;
GetPaymentMethods;18.01.23 09:54;18.01.23 09:54;;;
SendNotification;18.01.23 10:06;18.01.23 10:06;;;
SetDeliveryAddress;18.01.23 10:19;18.01.23 10:19;;;
GetPaymentMethods;18.01.23 10:32;18.01.23 10:32;;;
Login;18.01.23 10:45;18.01.23 10:45;;;
GetPaymentList;18/1/2023 10:58:21.070;18.01.23 10:58;;;
GetOrderList;18.01.23 11:11;18.01.23 11:11;;;
GetTrackingData;18.01.23 11:24;18.01.23 11:24;;;
GetOrder;18.01.23 11:36;18.01.23 11:36;;;
SetDeliveryAddress;18.01.23 11:49;18.01.23 11:49;;;
GetOrderList;18.01.23 12:02;18.01.23 12:02;;;
AddItemToOrder;18.01.23 12:15;18.01.23 12:15;;;
GetPaymentMethods;18.01.23 12:41;18.01.23 12:41;;;
ModifyItem;18.01.23 12:54;18.01.23 12:54;;;
SetPayment;18.01.23 13:06;18.01.23 13:06;;;
SetDeliveryAddress;18.01.23 13:32;18.01.23 13:32;;;
SetDeliveryAddress;18/1/2023 13:45:27.060;18.01.23 13:45;;;
AddItemToOrder;18.01.23 13:58;18.01.23 13:58;;;
SendNotification;18.01.23 14:11;18.01.23 14:11;;;
ModifyOrder;18.01.23 14:24;18.01.23 14:24;;;
GetOrderList;18.01.23 14:36;18.01.23 14:36;;;
GetItemList;18.01.23 14:49;18.01.23 14:49;;;
GetItem;18.01.23 15:02;18.01.23 15:02;;;
SendNotification;18.01.23 15:15;18.01.23 15:15;;;
ModifyItem;18.01.23 15:41;18.01.23 15:41;;;
GetOrder;18.01.23 15:53;18.01.23 15:54;;;
GetOrder;18.01.23 16:06;18.01.23 16:06;;;
GetTrackingData;18.01.23 16:19;18.01.23 16:19;;;
Login;18/1/2023 16:32:33.050;18.01.23 16:32;;;
ModifyOrder;18.01.23 16:45;18.01.23 16:45;;;
GetTrackingData;18.01.23 16:58;18.01.23 16:58;;;
GetOrder;18.01.23 17:23;18.01.23 17:23;;;
GetItemList;18.01.23 17:36;18.01.23 17:36;;;
GetItemList;18.01.23 17:49;18.01.23 17:49;;;
ModifyOrder;18.01.23 18:02;18.01.23 18:02;;;
GetItemList;18.01.23 18:15;18.01.23 18:15;;;
SendNotification;18.01.23 18:28;18.01.23 18:28;;;
ModifyItem;18.01.23 18:41;18.01.23 18:41;;;
GetOrder;18.01.23 18:53;18.01.23 18:53;;;
SetPayment;18.01.23 19:06;18.01.23 19:06;;;
GetItem;18/1/2023 19:19:39.040;18.01.23 19:19;;;
GetOrderList;18.01.23 19:32;18.01.23 19:32;;;
SetDeliveryAddress;18.01.23 19:45;18.01.23 19:45;;;
GetTrackingData;18.01.23 19:58;18.01.23 19:58;;;
GetItem;18.01.23 20:11;18.01.23 20:11;;;
ModifyOrder;18.01.23 20:23;18.01.23 20:24;;;
Login;18.01.23 20:36;18.01.23 20:36;;;
GetOrder;18.01.23 20:49;18.01.23 20:49;;;
ModifyItem;18.01.23 21:02;18.01.23 21:02;;;
GetOrder;18.01.23 21:15;18.01.23 21:15;;;
GetOrderList;18.01.23 21:28;18.01.23 21:28;;;
ModifyItem;18.01.23 21:41;18.01.23 21:41;;;
GetTrackingData;18.01.23 21:53;18.01.23 21:53;;;
SetDeliveryAddress;18/1/2023 22:06:45.030;18.01.23 22:06;;;
Login;18.01.23 22:32;18.01.23 22:32;;;
ModifyItem;18.01.23 22:45;18.01.23 22:45;;;
GetItem;18.01.23 22:58;18.01.23 22:58;;;
SendNotification;18.01.23 23:11;18.01.23 23:11;;;
SetPayment;18.01.23 23:23;18.01.23 23:23;;;
Login;18.01.23 23:36;18.01.23 23:36;;;
ModifyItem;18.01.23 23:49;18.01.23 23:49;;;
AddItemToOrder;19.01.23 00:02;19.01.23 00:02;;;
ModifyOrder;19.01.23 00:15;19.01.23 00:15;;;
AddItemToOrder;19.01.23 00:28;19.01.23 00:28;;;
GetOrderList;19.01.23 00:40;19.01.23 00:41;;;
AddItemToOrder;19/1/2023 00:53:51.020;19.01.23 00:53;;;
GetItemList;19.01.23 01:06;19.01.23 01:06;;;
ModifyOrder;19.01.23 01:32;19.01.23 01:32;;;
ModifyItem;19.01.23 01:45;19.01.23 01:45;;;
ModifyOrder;19.01.23 01:58;19.01.23 01:58;;;
SetPayment;19.01.23 02:10;19.01.23 02:10;;;
SendNotification;19.01.23 02:36;19.01.23 02:36;;;
SendNotification;19/1/2023 02:49:32.090;19.01.23 02:49;;;
ModifyItem;19.01.23 03:02;19.01.23 03:02;;;
GetPaymentMethods;19.01.23 03:15;19.01.23 03:15;;;
GetItem;19.01.23 03:28;19.01.23 03:28;;;
Login;19/1/2023 03:40:57.010;19.01.23 03:40;;;
GetItem;19.01.23 03:53;19.01.23 03:53;;;
GetOrderList;19.01.23 04:06;19.01.23 04:06;;;
Login;19.01.23 04:19;19.01.23 04:19;;;
AddItemToOrder;19.01.23 04:32;19.01.23 04:32;;;
SendNotification;19.01.23 04:45;19.01.23 04:45;;;
GetOrder;19.01.23 04:58;19.01.23 04:58;;;
ModifyOrder;19.01.23 05:10;19.01.23 05:10;;;
SetDeliveryAddress;19.01.23 05:23;19.01.23 05:23;;;
GetOrder;19/1/2023 05:36:38.080;19.01.23 05:36;;;
GetItemList;19.01.23 05:49;19.01.23 05:49;;;
SetPayment;19.01.23 06:02;19.01.23 06:02;;;
ModifyItem;19.01.23 06:15;19.01.23 06:15;;;
Login;19/1/2023 06:28:03.000;19.01.23 06:28;;;
SendNotification;19.01.23 06:40;19.01.23 06:40;;;
AddItemToOrder;19.01.23 06:53;19.01.23 06:53;;;
SendNotification;19.01.23 07:19;19.01.23 07:19;;;
ModifyItem;19.01.23 07:32;19.01.23 07:32;;;
AddItemToOrder;19.01.23 07:45;19.01.23 07:45;;;
Login;19.01.23 08:10;19.01.23 08:10;;;
GetPaymentList;19/1/2023 08:23:44.070;19.01.23 08:23;;;
GetPaymentList;19.01.23 08:36;19.01.23 08:36;;;
ModifyOrder;19.01.23 08:49;19.01.23 08:49;;;
GetPaymentMethods;19.01.23 09:02;19.01.23 09:02;;;
SendNotification;19.01.23 09:15;19.01.23 09:15;;;
AddItemToOrder;19.01.23 09:28;19.01.23 09:28;;;
SendNotification;19.01.23 09:53;19.01.23 09:53;;;
GetPaymentMethods;19.01.23 10:06;19.01.23 10:06;;;
GetTrackingData;19.01.23 10:19;19.01.23 10:19;;;
GetPaymentMethods;19.01.23 10:32;19.01.23 10:32;;;
GetOrder;19.01.23 10:45;19.01.23 10:45;;;
GetOrderList;19/1/2023 11:10:50.060;19.01.23 11:10;;;
GetPaymentMethods;19.01.23 11:23;19.01.23 11:23;;;
AddItemToOrder;19.01.23 11:36;19.01.23 11:36;;;
SendNotification;19.01.23 11:49;19.01.23 11:49;;;
SetPayment;19.01.23 12:02;19.01.23 12:02;;;
ModifyOrder;19.01.23 12:15;19.01.23 12:15;;;
ModifyOrder;19.01.23 12:27;19.01.23 12:28;;;
Login;19.01.23 12:40;19.01.23 12:40;;;
GetPaymentList;19.01.23 12:53;19.01.23 12:53;;;
GetPaymentList;19.01.23 13:06;19.01.23 13:06;;;
Login;19.01.23 13:19;19.01.23 13:19;;;
GetPaymentMethods;19.01.23 13:32;19.01.23 13:32;;;
GetItem;19.01.23 13:45;19.01.23 13:45;;;
ModifyOrder;19/1/2023 13:57:56.050;19.01.23 13:57;;;
GetItemList;19.01.23 14:10;19.01.23 14:10;;;
GetOrder;19.01.23 14:23;19.01.23 14:23;;;
SetDeliveryAddress;19.01.23 14:36;19.01.23 14:36;;;
ModifyItem;19.01.23 14:49;19.01.23 14:49;;;
GetTrackingData;19.01.23 15:02;19.01.23 15:02;;;
ModifyItem;19.01.23 15:15;19.01.23 15:15;;;
GetItemList;19.01.23 15:53;19.01.23 15:53;;;
SendNotification;19.01.23 16:19;19.01.23 16:19;;;
ModifyItem;19.01.23 16:32;19.01.23 16:32;;;
GetItemList;19.01.23 16:57;19.01.23 16:57;;;
GetItemList;19.01.23 17:10;19.01.23 17:10;;;
GetOrderList;19.01.23 17:23;19.01.23 17:23;;;
AddItemToOrder;19.01.23 17:36;19.01.23 17:36;;;
SendNotification;19.01.23 17:49;19.01.23 17:49;;;
ModifyItem;19.01.23 18:02;19.01.23 18:02;;;
GetItem;19.01.23 18:15;19.01.23 18:15;;;
SendNotification;19.01.23 18:27;19.01.23 18:27;;;
GetItemList;19.01.23 18:40;19.01.23 18:40;;;
AddItemToOrder;19.01.23 18:53;19.01.23 18:53;;;
SetPayment;19.01.23 19:06;19.01.23 19:06;;;
GetPaymentList;19.01.23 19:19;19.01.23 19:19;;;
GetTrackingData;19/1/2023 19:32:08.030;19.01.23 19:32;;;
SetDeliveryAddress;19.01.23 19:44;19.01.23 19:44;;;
GetTrackingData;19.01.23 19:57;19.01.23 19:57;;;
SendNotification;19.01.23 20:10;19.01.23 20:10;;;
GetPaymentMethods;19.01.23 20:23;19.01.23 20:23;;;
Login;19.01.23 20:36;19.01.23 20:36;;;
SetDeliveryAddress;19.01.23 20:49;19.01.23 20:49;;;
ModifyOrder;19.01.23 21:02;19.01.23 21:02;;;
GetTrackingData;19.01.23 21:14;19.01.23 21:14;;;
GetItemList;19.01.23 21:27;19.01.23 21:27;;;
ModifyItem;19.01.23 21:40;19.01.23 21:40;;;
SendNotification;19.01.23 22:06;19.01.23 22:06;;;
GetPaymentList;19/1/2023 22:19:14.020;19.01.23 22:19;;;
GetItem;19.01.23 22:32;19.01.23 22:32;;;
GetPaymentMethods;19.01.23 22:44;19.01.23 22:44;;;
ModifyItem;19.01.23 22:57;19.01.23 22:57;;;
GetPaymentMethods;19.01.23 23:10;19.01.23 23:10;;;
ModifyOrder;19.01.23 23:23;19.01.23 23:23;;;
GetPaymentMethods;19.01.23 23:36;19.01.23 23:36;;;
ModifyItem;19.01.23 23:49;19.01.23 23:49;;;
GetItemList;20.01.23 00:02;20.01.23 00:02;;;
SetPayment;20/1/2023 00:14:55.090;20.01.23 00:14;;;
AddItemToOrder;20.01.23 00:27;20.01.23 00:27;;;
SetDeliveryAddress;20.01.23 00:40;20.01.23 00:40;;;
GetOrder;20.01.23 00:53;20.01.23 00:53;;;
SendNotification;20/1/2023 01:06:20.010;20.01.23 01:06;;;
SendNotification;20.01.23 01:19;20.01.23 01:19;;;
GetPaymentMethods;20.01.23 01:32;20.01.23 01:32;;;
SendNotification;20.01.23 01:44;20.01.23 01:44;;;
Login;20.01.23 01:57;20.01.23 01:57;;;
GetOrderList;20.01.23 02:10;20.01.23 02:10;;;
GetOrder;20.01.23 02:23;20.01.23 02:23;;;
GetItem;20.01.23 02:36;20.01.23 02:36;;;
GetPaymentList;20.01.23 02:49;20.01.23 02:49;;;
ModifyItem;20/1/2023 03:02:01.080;20.01.23 03:02;;;
GetPaymentList;20.01.23 03:14;20.01.23 03:14;;;
Login;20.01.23 03:27;20.01.23 03:27;;;
GetOrderList;20.01.23 03:40;20.01.23 03:40;;;
GetOrderList;20/1/2023 03:53:26.000;20.01.23 03:53;;;
SetPayment;20.01.23 04:06;20.01.23 04:06;;;
GetItem;20.01.23 04:19;20.01.23 04:19;;;
GetOrder;20.01.23 04:31;20.01.23 04:32;;;
SendNotification;20.01.23 04:44;20.01.23 04:44;;;
SetDeliveryAddress;20.01.23 04:57;20.01.23 04:57;;;
GetItem;20.01.23 05:10;20.01.23 05:10;;;
ModifyItem;20.01.23 05:23;20.01.23 05:23;;;
GetPaymentMethods;20.01.23 05:36;20.01.23 05:36;;;
SetPayment;20/1/2023 05:49:07.070;20.01.23 05:49;;;
ModifyItem;20.01.23 06:14;20.01.23 06:14;;;
Login;20.01.23 06:27;20.01.23 06:27;;;
SetPayment;20.01.23 06:40;20.01.23 06:40;;;
Login;20.01.23 06:53;20.01.23 06:53;;;
SendNotification;20.01.23 07:06;20.01.23 07:06;;;
SetDeliveryAddress;20.01.23 07:19;20.01.23 07:19;;;
GetOrderList;20.01.23 07:44;20.01.23 07:44;;;
GetPaymentMethods;20.01.23 08:10;20.01.23 08:10;;;
